image_path,label,type,file_name,split,annotator,annotated_at
data/cropped_fields/not/test_WhatsApp Image 2026-07-12 at 00-31-58 (3)_jpeg.rf.F60zZSZpthPVkGRG2mJr_not.jpg,100,not,test_WhatsApp Image 2026-07-12 at 00-31-58 (3)_jpeg.rf.F60zZSZpthPVkGRG2mJr_not.jpg,test,Mehmet,2026-07-16 11:50:19
data/cropped_fields/not/valid_WhatsApp Image 2026-07-12 at 00-32-08_jpeg.rf.4okbNqAymHh8XJwy16t9_not.jpg,20,not,valid_WhatsApp Image 2026-07-12 at 00-32-08_jpeg.rf.4okbNqAymHh8XJwy16t9_not.jpg,valid,Mehmet,2026-07-16 11:32:00
data/cropped_fields/not/train_IMG_1585_jpg.rf.7E2ERoYRYc4YbaXsfRYT_not.jpg,87,not,train_IMG_1585_jpg.rf.7E2ERoYRYc4YbaXsfRYT_not.jpg,train,Sevde,2026-07-13 13:13:05
data/cropped_fields/not/train_IMG_1584_jpg.rf.edBLme6ikTcDornlKmCX_not.jpg,78,not,train_IMG_1584_jpg.rf.edBLme6ikTcDornlKmCX_not.jpg,train,Aslı,2026-07-13 12:30:34
data/cropped_fields/not/train_IMG_1724_jpg.rf.MY5PFRlbWEOm7RLHjGuR_not.jpg,85,not,train_IMG_1724_jpg.rf.MY5PFRlbWEOm7RLHjGuR_not.jpg,train,Aslı,2026-07-13 12:49:11
data/cropped_fields/ogrenci_numara/train_IMG_1502_HEIC.rf.LuvHp8ud6dYK2g3KLj1Z_ogrenci_numara.jpg,7485960123,ogrenci_numara,train_IMG_1502_HEIC.rf.LuvHp8ud6dYK2g3KLj1Z_ogrenci_numara.jpg,train,mehmet,2026-07-12 17:29:15
data/cropped_fields/ogrenci_numara/train_IMG_1749_jpg.rf.urukoR55VOSCXusc3EhB_ogrenci_numara.jpg,231601017,ogrenci_numara,train_IMG_1749_jpg.rf.urukoR55VOSCXusc3EhB_ogrenci_numara.jpg,train,mehmet,2026-07-12 18:31:39
data/cropped_fields/not/train_IMG_1528_jpg.rf.YA6pHv1fNujbpcgxEPeE_not.jpg,63,not,train_IMG_1528_jpg.rf.YA6pHv1fNujbpcgxEPeE_not.jpg,train,Aslı,2026-07-13 12:30:00
data/cropped_fields/not/train_WhatsApp Image 2026-07-11 at 10-23-59 (3)_jpeg.rf.Qfj6GUBFPkA1SHcBR5O0_not.jpg,79,not,train_WhatsApp Image 2026-07-11 at 10-23-59 (3)_jpeg.rf.Qfj6GUBFPkA1SHcBR5O0_not.jpg,train,Mehmet,2026-07-13 12:54:35
data/cropped_fields/ogrenci_numara/train_20260712_200647_jpg.rf.OfN4SeIEi3CheUTOyqe3_ogrenci_numara.jpg,56249,ogrenci_numara,train_20260712_200647_jpg.rf.OfN4SeIEi3CheUTOyqe3_ogrenci_numara.jpg,train,Berke,2026-07-14 10:51:43
data/cropped_fields/not/train_WhatsApp Image 2026-07-10 at 19-54-01 (1)_jpeg.rf.BMoVeepn0ETxOez2zwAK_not.jpg,47,not,train_WhatsApp Image 2026-07-10 at 19-54-01 (1)_jpeg.rf.BMoVeepn0ETxOez2zwAK_not.jpg,train,Sevde,2026-07-13 13:23:57
data/cropped_fields/not/test_IMG_1701_jpg.rf.4SMQ8TACBmIyM3ALO795_not.jpg,85,not,test_IMG_1701_jpg.rf.4SMQ8TACBmIyM3ALO795_not.jpg,test,Sevde,2026-07-13 13:12:07
data/cropped_fields/not/train_WhatsApp Image 2026-07-10 at 19-54-07 (3)_jpeg.rf.z6ehnxjjqr5ZMaUah7kg_not.jpg,62,not,train_WhatsApp Image 2026-07-10 at 19-54-07 (3)_jpeg.rf.z6ehnxjjqr5ZMaUah7kg_not.jpg,train,Aslı,2026-07-13 12:33:03
data/cropped_fields/ogrenci_numara/valid_20260711_175226_jpg.rf.BDtzTK1BEOVBkCy94pzH_ogrenci_numara.jpg,28196,ogrenci_numara,valid_20260711_175226_jpg.rf.BDtzTK1BEOVBkCy94pzH_ogrenci_numara.jpg,valid,Sevde,2026-07-16 11:40:49
data/cropped_fields/ogrenci_numara/train_20260711_174719_jpg.rf.U4ixOOwiOshBc7glHos3_ogrenci_numara.jpg,22245613,ogrenci_numara,train_20260711_174719_jpg.rf.U4ixOOwiOshBc7glHos3_ogrenci_numara.jpg,train,Berke,2026-07-14 10:52:20
data/cropped_fields/not/train_WhatsApp Image 2026-07-11 at 09-56-43 (1)_jpeg.rf.bwiMeK2vvjZ1psAdFLJi_not.jpg,93,not,train_WhatsApp Image 2026-07-11 at 09-56-43 (1)_jpeg.rf.bwiMeK2vvjZ1psAdFLJi_not.jpg,train,Berke,2026-07-13 12:32:32
data/cropped_fields/not/train_IMG_1750_jpg.rf.jCGdQD70F2zuraekDbke_not.jpg,79,not,train_IMG_1750_jpg.rf.jCGdQD70F2zuraekDbke_not.jpg,train,Sevde,2026-07-13 13:23:43
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-10 at 19-56-07_jpeg.rf.Db18XcYwVVx07mXl5h5z_ogrenci_numara.jpg,261081784,ogrenci_numara,train_WhatsApp Image 2026-07-10 at 19-56-07_jpeg.rf.Db18XcYwVVx07mXl5h5z_ogrenci_numara.jpg,train,Mehmet,2026-07-13 12:27:53
data/cropped_fields/not/train_20260712_201221_jpg.rf.sBtZgveSG6VQaBRh8n5V_not.jpg,77,not,train_20260712_201221_jpg.rf.sBtZgveSG6VQaBRh8n5V_not.jpg,train,Aslı,2026-07-16 11:41:16
data/cropped_fields/not/train_20260711_174330_jpg.rf.nfFppmkEonUx5yrAClvV_not.jpg,72,not,train_20260711_174330_jpg.rf.nfFppmkEonUx5yrAClvV_not.jpg,train,Mehmet,2026-07-14 15:13:09
data/cropped_fields/not/train_20260711_175125_jpg.rf.fiK2m0RO79fqCU5pFFfb_not.jpg,11,not,train_20260711_175125_jpg.rf.fiK2m0RO79fqCU5pFFfb_not.jpg,train,Sevde,2026-07-14 11:00:36
data/cropped_fields/ogrenci_numara/train_IMG_1473_HEIC.rf.fbvyF0Ho1WNnSj1bcsAS_ogrenci_numara.jpg,7382910456,ogrenci_numara,train_IMG_1473_HEIC.rf.fbvyF0Ho1WNnSj1bcsAS_ogrenci_numara.jpg,train,mehmet,2026-07-12 17:21:36
data/cropped_fields/not/train_WhatsApp Image 2026-07-12 at 00-32-29_jpeg.rf.zYL4VJc0wxsP7SUK3hJr_not.jpg,100,not,train_WhatsApp Image 2026-07-12 at 00-32-29_jpeg.rf.zYL4VJc0wxsP7SUK3hJr_not.jpg,train,Berke,2026-07-16 11:35:49
data/cropped_fields/ogrenci_numara/valid_WhatsApp Image 2026-07-12 at 00-32-41 (1)_jpeg.rf.5cbZmNHrO2UptHbnl9cb_ogrenci_numara.jpg,221450037,ogrenci_numara,valid_WhatsApp Image 2026-07-12 at 00-32-41 (1)_jpeg.rf.5cbZmNHrO2UptHbnl9cb_ogrenci_numara.jpg,valid,Mehmet,2026-07-16 11:36:16
data/cropped_fields/ogrenci_numara/train_20260712_201938_jpg.rf.g1GpVmfhZPQp2MTl0pPg_ogrenci_numara.jpg,3461271813,ogrenci_numara,train_20260712_201938_jpg.rf.g1GpVmfhZPQp2MTl0pPg_ogrenci_numara.jpg,train,Mehmet,2026-07-16 11:39:48
data/cropped_fields/ogrenci_numara/train_IMG_1677_jpg.rf.vLEFGx0w0ANohDhZvDx5_ogrenci_numara.jpg,231601033,ogrenci_numara,train_IMG_1677_jpg.rf.vLEFGx0w0ANohDhZvDx5_ogrenci_numara.jpg,train,mehmet,2026-07-12 18:12:23
data/cropped_fields/not/train_IMG_1734_jpg.rf.BWYDKNRSDehnSJuTpzmX_not.jpg,47,not,train_IMG_1734_jpg.rf.BWYDKNRSDehnSJuTpzmX_not.jpg,train,Aslı,2026-07-13 13:25:24
data/cropped_fields/ogrenci_numara/train_IMG_1563_jpg.rf.ItsiiVQJJMuPAlEStY05_ogrenci_numara.jpg,21060911017,ogrenci_numara,train_IMG_1563_jpg.rf.ItsiiVQJJMuPAlEStY05_ogrenci_numara.jpg,train,mehmet,2026-07-12 17:49:38
data/cropped_fields/ogrenci_numara/train_20260711_175029_jpg.rf.mWWcqtmjmzMRQWWM0sNM_ogrenci_numara.jpg,456222,ogrenci_numara,train_20260711_175029_jpg.rf.mWWcqtmjmzMRQWWM0sNM_ogrenci_numara.jpg,train,Aslı,2026-07-14 10:55:52
data/cropped_fields/not/train_WhatsApp Image 2026-07-11 at 09-56-43 (2)_jpeg.rf.2MoWF7bDBM4n98VXlJXK_not.jpg,6,not,train_WhatsApp Image 2026-07-11 at 09-56-43 (2)_jpeg.rf.2MoWF7bDBM4n98VXlJXK_not.jpg,train,Sevde,2026-07-13 13:15:32
data/cropped_fields/ogrenci_numara/valid_20260711_174942_jpg.rf.8WhZJmHr7HgMCaMutSpp_ogrenci_numara.jpg,9203215670,ogrenci_numara,valid_20260711_174942_jpg.rf.8WhZJmHr7HgMCaMutSpp_ogrenci_numara.jpg,valid,Mehmet,2026-07-16 11:34:09
data/cropped_fields/not/train_IMG-20260712-WA0040_jpg.rf.xLI1LCqtzOegC4iRyNBo_not.jpg,77,not,train_IMG-20260712-WA0040_jpg.rf.xLI1LCqtzOegC4iRyNBo_not.jpg,train,Sevde,2026-07-16 11:51:04
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-10 at 19-56-08 (1)_jpeg.rf.wL9KBC0qPEnDtSNRIzA6_ogrenci_numara.jpg,261053841,ogrenci_numara,train_WhatsApp Image 2026-07-10 at 19-56-08 (1)_jpeg.rf.wL9KBC0qPEnDtSNRIzA6_ogrenci_numara.jpg,train,Sevde,2026-07-13 13:07:11
data/cropped_fields/not/train_WhatsApp Image 2026-07-12 at 00-32-00 (3)_jpeg.rf.dQae2fSjxdbw1GhO2XGJ_not.jpg,13,not,train_WhatsApp Image 2026-07-12 at 00-32-00 (3)_jpeg.rf.dQae2fSjxdbw1GhO2XGJ_not.jpg,train,Berke,2026-07-16 11:46:14
data/cropped_fields/not/train_WhatsApp Image 2026-07-12 at 00-32-31 (2)_jpeg.rf.sJpP7EZ6uB4PfXuUu4z5_not.jpg,75,not,train_WhatsApp Image 2026-07-12 at 00-32-31 (2)_jpeg.rf.sJpP7EZ6uB4PfXuUu4z5_not.jpg,train,Berke,2026-07-16 11:34:02
data/cropped_fields/not/test_IMG-20260712-WA0017_jpg.rf.HUm9GC60LW2Kr6VNHGD0_not.jpg,79,not,test_IMG-20260712-WA0017_jpg.rf.HUm9GC60LW2Kr6VNHGD0_not.jpg,test,Berke,2026-07-16 11:33:08
data/cropped_fields/not/test_IMG_1755_jpg.rf.3lWWfYlOha75pVkTJ7D6_not.jpg,55,not,test_IMG_1755_jpg.rf.3lWWfYlOha75pVkTJ7D6_not.jpg,test,Sevde,2026-07-13 13:12:10
data/cropped_fields/ogrenci_numara/valid_WhatsApp Image 2026-07-12 at 00-31-43 (1)_jpeg.rf.DCdHBADQgbXv6gAX3Mpa_ogrenci_numara.jpg,261071836,ogrenci_numara,valid_WhatsApp Image 2026-07-12 at 00-31-43 (1)_jpeg.rf.DCdHBADQgbXv6gAX3Mpa_ogrenci_numara.jpg,valid,Sevde,2026-07-16 11:49:55
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-11 at 10-23-47 (5)_jpeg.rf.s0WWZj3f41WurCQdql4l_ogrenci_numara.jpg,210610079,ogrenci_numara,train_WhatsApp Image 2026-07-11 at 10-23-47 (5)_jpeg.rf.s0WWZj3f41WurCQdql4l_ogrenci_numara.jpg,train,Berke,2026-07-13 12:26:27
data/cropped_fields/not/train_WhatsApp Image 2026-07-10 at 19-53-59 (2)_jpeg.rf.HKHXXDj6MYLwgnyvNgpo_not.jpg,91,not,train_WhatsApp Image 2026-07-10 at 19-53-59 (2)_jpeg.rf.HKHXXDj6MYLwgnyvNgpo_not.jpg,train,Sevde,2026-07-13 13:14:05
data/cropped_fields/not/train_WhatsApp Image 2026-07-11 at 09-56-13 (8)_jpeg.rf.AxthXtaIhzLdvzoAn89J_not.jpg,57,not,train_WhatsApp Image 2026-07-11 at 09-56-13 (8)_jpeg.rf.AxthXtaIhzLdvzoAn89J_not.jpg,train,Aslı,2026-07-13 12:35:05
data/cropped_fields/ogrenci_numara/test_WhatsApp Image 2026-07-12 at 00-31-58 (3)_jpeg.rf.F60zZSZpthPVkGRG2mJr_ogrenci_numara.jpg,221450084,ogrenci_numara,test_WhatsApp Image 2026-07-12 at 00-31-58 (3)_jpeg.rf.F60zZSZpthPVkGRG2mJr_ogrenci_numara.jpg,test,Sevde,2026-07-16 11:48:08
data/cropped_fields/not/train_WhatsApp Image 2026-07-11 at 10-23-50 (1)_jpeg.rf.USSgpw6G96u8fUsytu6e_not.jpg,95,not,train_WhatsApp Image 2026-07-11 at 10-23-50 (1)_jpeg.rf.USSgpw6G96u8fUsytu6e_not.jpg,train,Aslı,2026-07-13 13:25:54
data/cropped_fields/not/train_20260711_174931_jpg.rf.rpl1WwhwMyTEWMC4wokI_not.jpg,72,not,train_20260711_174931_jpg.rf.rpl1WwhwMyTEWMC4wokI_not.jpg,train,Aslı,2026-07-14 10:53:38
data/cropped_fields/not/train_IMG_1639_jpg.rf.aPfIi1VnyuRQUJZvnW4b_not.jpg,60,not,train_IMG_1639_jpg.rf.aPfIi1VnyuRQUJZvnW4b_not.jpg,train,Berke,2026-07-13 12:29:41
data/cropped_fields/not/train_IMG_1630_jpg.rf.sKiXuUhSl5WDjjekekHV_not.jpg,50,not,train_IMG_1630_jpg.rf.sKiXuUhSl5WDjjekekHV_not.jpg,train,Sevde,2026-07-13 13:13:18
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-11 at 09-56-47 (4)_jpeg.rf.lmcr1t4X01kwDbyMAbjv_ogrenci_numara.jpg,210610056,ogrenci_numara,train_WhatsApp Image 2026-07-11 at 09-56-47 (4)_jpeg.rf.lmcr1t4X01kwDbyMAbjv_ogrenci_numara.jpg,train,Sevde,2026-07-13 13:09:15
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-12 at 00-32-16 (1)_jpeg.rf.tH5emI5zDP1svP888fcw_ogrenci_numara.jpg,221450056,ogrenci_numara,train_WhatsApp Image 2026-07-12 at 00-32-16 (1)_jpeg.rf.tH5emI5zDP1svP888fcw_ogrenci_numara.jpg,train,Berke,2026-07-16 11:35:35
data/cropped_fields/ogrenci_numara/train_20260712_201122_jpg.rf.kJ4wnqFMmN22vmMtTZ9u_ogrenci_numara.jpg,19051907,ogrenci_numara,train_20260712_201122_jpg.rf.kJ4wnqFMmN22vmMtTZ9u_ogrenci_numara.jpg,train,Mehmet,2026-07-16 11:41:37
data/cropped_fields/not/train_WhatsApp Image 2026-07-12 at 00-32-34 (1)_jpeg.rf.iLDlWTSuEtD6w9s2I70p_not.jpg,66,not,train_WhatsApp Image 2026-07-12 at 00-32-34 (1)_jpeg.rf.iLDlWTSuEtD6w9s2I70p_not.jpg,train,Sevde,2026-07-16 11:48:42
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-11 at 09-56-46 (5)_jpeg.rf.O3RcTol2ezhkklPJSp8j_ogrenci_numara.jpg,220610063,ogrenci_numara,train_WhatsApp Image 2026-07-11 at 09-56-46 (5)_jpeg.rf.O3RcTol2ezhkklPJSp8j_ogrenci_numara.jpg,train,Berke,2026-07-13 12:25:34
data/cropped_fields/not/train_IMG_1480_HEIC.rf.wqdX1M4xlvxGra94G4T1_not.jpg,70,not,train_IMG_1480_HEIC.rf.wqdX1M4xlvxGra94G4T1_not.jpg,train,Aslı,2026-07-13 12:29:48
data/cropped_fields/not/test_IMG_1708_jpg.rf.7iZhuXdqwh5wFxDHm3X2_not.jpg,100,not,test_IMG_1708_jpg.rf.7iZhuXdqwh5wFxDHm3X2_not.jpg,test,Sevde,2026-07-13 13:12:08
data/cropped_fields/not/valid_WhatsApp Image 2026-07-12 at 00-32-04_jpeg.rf.87WnjAQ5cZ8slmWMlLpl_not.jpg,92,not,valid_WhatsApp Image 2026-07-12 at 00-32-04_jpeg.rf.87WnjAQ5cZ8slmWMlLpl_not.jpg,valid,Aslı,2026-07-16 11:40:09
data/cropped_fields/ogrenci_numara/train_20260711_175038_jpg.rf.s4C07LUlYrYldIcG58vu_ogrenci_numara.jpg,528756,ogrenci_numara,train_20260711_175038_jpg.rf.s4C07LUlYrYldIcG58vu_ogrenci_numara.jpg,train,Berke,2026-07-16 11:34:00
data/cropped_fields/not/train_20260712_201801_jpg.rf.eILdTB1O8sYS7O1sZouC_not.jpg,83,not,train_20260712_201801_jpg.rf.eILdTB1O8sYS7O1sZouC_not.jpg,train,Berke,2026-07-16 11:33:17
data/cropped_fields/not/train_20260711_174629_jpg.rf.zcfkreqOEZE72QWEqRAq_not.jpg,44,not,train_20260711_174629_jpg.rf.zcfkreqOEZE72QWEqRAq_not.jpg,train,Aslı,2026-07-16 11:43:58
data/cropped_fields/not/train_WhatsApp Image 2026-07-10 at 19-56-04_jpeg.rf.KdXP16XwpYmX6g4dfeb8_not.jpg,71,not,train_WhatsApp Image 2026-07-10 at 19-56-04_jpeg.rf.KdXP16XwpYmX6g4dfeb8_not.jpg,train,Sevde,2026-07-13 13:14:36
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-11 at 09-56-10 (5)_jpeg.rf.vRZZ7LRTVoWMpsxQuh0G_ogrenci_numara.jpg,220610037,ogrenci_numara,train_WhatsApp Image 2026-07-11 at 09-56-10 (5)_jpeg.rf.vRZZ7LRTVoWMpsxQuh0G_ogrenci_numara.jpg,train,Sevde,2026-07-13 13:08:22
data/cropped_fields/ogrenci_numara/test_WhatsApp Image 2026-07-12 at 00-32-36_jpeg.rf.LMzd03ruALgVGwgQV7ne_ogrenci_numara.jpg,221450054,ogrenci_numara,test_WhatsApp Image 2026-07-12 at 00-32-36_jpeg.rf.LMzd03ruALgVGwgQV7ne_ogrenci_numara.jpg,test,Aslı,2026-07-16 11:41:06
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-12 at 00-32-34_jpeg.rf.lutb2D2xhNpNB6FApNAC_ogrenci_numara.jpg,221450014,ogrenci_numara,train_WhatsApp Image 2026-07-12 at 00-32-34_jpeg.rf.lutb2D2xhNpNB6FApNAC_ogrenci_numara.jpg,train,Mehmet,2026-07-16 11:39:18
data/cropped_fields/not/train_IMG_1730_jpg.rf.c41kU12tdTtkOpGUloWE_not.jpg,97,not,train_IMG_1730_jpg.rf.c41kU12tdTtkOpGUloWE_not.jpg,train,Berke,2026-07-13 12:30:19
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-10 at 19-56-04 (1)_jpeg.rf.lZU14Bc2ILjVd5ygo2sQ_ogrenci_numara.jpg,261084921,ogrenci_numara,train_WhatsApp Image 2026-07-10 at 19-56-04 (1)_jpeg.rf.lZU14Bc2ILjVd5ygo2sQ_ogrenci_numara.jpg,train,Aslı,2026-07-13 13:07:19
data/cropped_fields/ogrenci_numara/test_WhatsApp Image 2026-07-12 at 00-31-48 (2)_jpeg.rf.IKPxMfZfQlc9zg9N69hU_ogrenci_numara.jpg,261038527,ogrenci_numara,test_WhatsApp Image 2026-07-12 at 00-31-48 (2)_jpeg.rf.IKPxMfZfQlc9zg9N69hU_ogrenci_numara.jpg,test,Sevde,2026-07-16 11:48:34
data/cropped_fields/not/train_20260711_174515_jpg.rf.ffamxLT9Xale75uvKqUx_not.jpg,10,not,train_20260711_174515_jpg.rf.ffamxLT9Xale75uvKqUx_not.jpg,train,Mehmet,2026-07-14 10:52:12
data/cropped_fields/not/train_20260712_200623_jpg.rf.b2CRqH3m1mKiGMyabcRh_not.jpg,63,not,train_20260712_200623_jpg.rf.b2CRqH3m1mKiGMyabcRh_not.jpg,train,Berke,2026-07-16 11:35:54
data/cropped_fields/not/train_WhatsApp Image 2026-07-12 at 00-31-59_jpeg.rf.YcgH7uoRvEt6njGLRjF7_not.jpg,100,not,train_WhatsApp Image 2026-07-12 at 00-31-59_jpeg.rf.YcgH7uoRvEt6njGLRjF7_not.jpg,train,Sevde,2026-07-16 11:45:21
data/cropped_fields/not/train_WhatsApp Image 2026-07-11 at 09-56-10 (5)_jpeg.rf.vRZZ7LRTVoWMpsxQuh0G_not.jpg,42,not,train_WhatsApp Image 2026-07-11 at 09-56-10 (5)_jpeg.rf.vRZZ7LRTVoWMpsxQuh0G_not.jpg,train,Berke,2026-07-13 12:32:09
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-11 at 09-56-04 (3)_jpeg.rf.98ECfhZp8viDePh8AjrQ_ogrenci_numara.jpg,220610015,ogrenci_numara,train_WhatsApp Image 2026-07-11 at 09-56-04 (3)_jpeg.rf.98ECfhZp8viDePh8AjrQ_ogrenci_numara.jpg,train,Berke,2026-07-13 12:22:29
data/cropped_fields/not/train_WhatsApp Image 2026-07-11 at 10-23-51 (3)_jpeg.rf.dYwpZ29L1klMWwQDsAQA_not.jpg,58,not,train_WhatsApp Image 2026-07-11 at 10-23-51 (3)_jpeg.rf.dYwpZ29L1klMWwQDsAQA_not.jpg,train,Aslı,2026-07-13 12:36:09
data/cropped_fields/not/train_IMG-20260712-WA0035 2_jpg.rf.QDOcNwR1bsqJEpaHR8qu_not.jpg,54,not,train_IMG-20260712-WA0035 2_jpg.rf.QDOcNwR1bsqJEpaHR8qu_not.jpg,train,Mehmet,2026-07-16 11:47:04
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-10 at 19-54-08 (3)_jpeg.rf.iFOf2boW8MsKNLHAKGU3_ogrenci_numara.jpg,261073649,ogrenci_numara,train_WhatsApp Image 2026-07-10 at 19-54-08 (3)_jpeg.rf.iFOf2boW8MsKNLHAKGU3_ogrenci_numara.jpg,train,Berke,2026-07-13 12:17:53
data/cropped_fields/ogrenci_numara/train_WhatsApp Image 2026-07-11 at 10-24-01_jpeg.rf.TmstexLpKHdTOtTaXtlF_ogrenci_numara.jpg,23610045,ogrenci_numara,train_WhatsApp Image 2026-07-11 at 10-24-01_jpeg.rf.TmstexLpKHdTOtTaXtlF_ogrenci_numara.jpg,train,Aslı,2026-07-13 12:26:45
data/cropped_fields/ogrenci_numara/test_IMG-20260712-WA0029 2_jpg.rf.Mu98ITSR2K8F4dCFwRb7_ogrenci_numara.jpg,4825678915,ogrenci_numara,test_IMG-20260712-WA0029 2_jpg.rf.Mu98ITSR2K8F4dCFwRb7_ogrenci_numara.jpg,test,Mehmet,2026-07-16 11:47:21
data/cropped_fields/ogrenci_numara/train_IMG_1526_jpg.rf.edLeJrFliDRgtLHQEV3q_ogrenci_numara.jpg,9102837465,ogrenci_numara,train_IMG_1526_jpg.rf.edLeJrFliDRgtLHQEV3q_ogrenci_numara.jpg,train,mehmet,2026-07-12 17:33:54
data/cropped_fields/ogrenci_numara/train_IMG_1489_jpg.rf.SGh0rNYftdUPHFpeTOhd_ogrenci_numara.jpg,4829103847,ogrenci_numara,train_IMG_1489_jpg.rf.SGh0rNYftdUPHFpeTOhd_ogrenci_numara.jpg,train,mehmet,2026-07-12 17:25:30
